university,year,rank,score
Ankara Üniversitesi,2017,701,0.0
Aoyama Gakuin University,2017,701,0.0
Athens University of Economics and Business,2017,701,0.0
Auburn University,2017,701,0.0
Australian Catholic University,2017,701,0.0
Babes-Bolyai University,2017,701,0.0
Baku State University,2017,701,0.0
Banaras Hindu University,2017,701,0.0
Baylor University,2017,701,0.0
Beijing Jiaotong University,2017,701,0.0
Belarusian National Technical University (BNTU),2017,701,0.0
Benemérita Universidad Autónoma de Puebla,2017,701,0.0
Binghamton University SUNY,2017,701,0.0
Bogor Agricultural University,2017,701,0.0
Budapest University of Technology and Economics,2017,701,0.0
Charles Sturt University ,2017,701,0.0
Chungnam National University,2017,701,0.0
Clemson University,2017,701,0.0
Corvinus University of Budapest,2017,701,0.0
Cukurova University,2017,701,0.0
Dankook University ,2017,701,0.0
De La Salle University,2017,701,0.0
Diponegoro University,2017,701,0.0
Vasyl` Stus Donetsk National University,2017,701,0.0
Doshisha University,2017,701,0.0
Academician Y.A. Buketov Karaganda University,2017,701,0.0
Edith Cowan University ,2017,701,0.0
Fordham University ,2017,701,0.0
Fu Jen Catholic University,2017,701,0.0
Gazi Üniversitesi,2017,701,0.0
Georgia State University,2017,701,0.0
Gunma University,2017,701,0.0
Hacettepe University ,2017,701,0.0
Instituto Politécnico Nacional (IPN),2017,701,0.0
Istanbul University,2017,701,0.0
Kansas State University ,2017,701,0.0
Kaunas University of Technology,2017,701,0.0
Kazakh Ablai Khan University of International Relations and World Languages,2017,701,0.0
Kent State University,2017,701,0.0
Khazar University,2017,701,0.0
Khon Kaen University,2017,701,0.0
King Faisal University,2017,701,0.0
King Mongkut's University of Technology Thonburi ,2017,701,0.0
Konkuk University ,2017,701,0.0
Kuwait University,2017,701,0.0
Lahore University of Management Sciences (LUMS),2017,701,0.0
Lobachevsky University,2017,701,0.0
University of Lodz,2017,701,0.0
Loyola University Chicago,2017,701,0.0
Makerere University,2017,701,0.0
Manchester Metropolitan University (MMU),2017,701,0.0
Marquette University,2017,701,0.0
Miami University,2017,701,0.0
National Chengchi University,2017,701,0.0
"National Technical University  ""Kharkiv Polytechnic Institute""",2017,701,0.0
New Jersey Institute of Technology (NJIT),2017,701,0.0
Nicolaus Copernicus University ,2017,701,0.0
Niigata University,2017,701,0.0
Northumbria University at Newcastle,2017,701,0.0
North-West University,2017,701,0.0
Nottingham Trent University,2017,701,0.0
Novosibirsk State Technical University,2017,701,0.0
Ochanomizu University,2017,701,0.0
Ohio University,2017,701,0.0
Oklahoma State University ,2017,701,0.0
Panjab University,2017,701,0.0
Paris Lodron University of Salzburg,2017,701,0.0
Plekhanov Russian University of Economics,2017,701,0.0
Pontificia Universidad Católica del Ecuador (PUCE),2017,701,0.0
Pontifícia Universidade Católica do Rio Grande do Sul (PUCRS),2017,701,0.0
Prince of Songkla University,2017,701,0.0
Baku Engineering University,2017,701,0.0
Quaid-i-Azam University,2017,701,0.0
Ritsumeikan University,2017,701,0.0
Ryerson University,2017,701,0.0
Saitama University,2017,701,0.0
San Diego State University,2017,701,0.0
Seoul National University of Science and Technology,2017,701,0.0
Institut Teknologi Sepuluh Nopember (ITS Surabaya),2017,701,0.0
Shahid Beheshti University (SBU),2017,701,0.0
Shinshu University ,2017,701,0.0
Smith College,2017,701,0.0
Southern Methodist University,2017,701,0.0
Sumy State University,2017,701,0.0
Robert Gordon University,2017,701,0.0
Tokai University,2017,701,0.0
Tokyo University of Science,2017,701,0.0
Universidad Austral de Chile,2017,701,0.0
Universidad Autónoma de Nuevo León,2017,701,0.0
Universidad Autónoma del Estado de México (UAEMex),2017,701,0.0
Universidad Autónoma Metropolitana (UAM),2017,701,0.0
Universidad de Castilla-La Mancha,2017,701,0.0
Universidad de Guadalajara (UDG),2017,701,0.0
Universidad de La Habana,2017,701,0.0
Universidad de la República (Udelar),2017,701,0.0
Universidad de las Américas Puebla (UDLAP),2017,701,0.0
Universidad de Los Andes - (ULA) Mérida,2017,701,0.0
Universidad de Monterrey (UDEM),2017,701,0.0
University of Murcia,2017,701,0.0
Universidad de Puerto Rico,2017,701,0.0
Universidad San Francisco de Quito (USFQ),2017,701,0.0
Universidad de Talca,2017,701,0.0
Universidad de Valparaíso (UV),2017,701,0.0
Universidad del Norte ,2017,701,0.0
Universidad del Rosario,2017,701,0.0
Universidad del Valle,2017,701,0.0
Universidad Diego Portales (UDP),2017,701,0.0
Universidad Industrial de Santander - UIS,2017,701,0.0
" ULACIT - Universidad Latinoamericana de Ciencia y Tecnología, Costa Rica",2017,701,0.0
Universidad Metropolitana,2017,701,0.0
Universidad Nacional Costa Rica,2017,701,0.0
Universidad Nacional de Cuyo,2017,701,0.0
Universidad Nacional de Mar del Plata,2017,701,0.0
Universidad Nacional de Tucumà¡n,2017,701,0.0
Universidad Nacional del Sur,2017,701,0.0
Universidad Nacional Mayor de San Marcos,2017,701,0.0
Universidad Panamericana (UP),2017,701,0.0
Universidad Peruana Cayetano Heredia (UPCH),2017,701,0.0
Universidad Rey Juan Carlos,2017,701,0.0
Universidad Simón Bolívar (USB),2017,701,0.0
Universidad Técnica Federico Santa María (USM),2017,701,0.0
Universidad Tecnológica Nacional (UTN),2017,701,0.0
Universidade Católica Portuguesa - UCP,2017,701,0.0
Universidade da Coruña ,2017,701,0.0
Universidade do Estado do Rio de Janeiro (UERJ),2017,701,0.0
Universidade Estadual de Londrina,2017,701,0.0
Universidade Federal da Bahia,2017,701,0.0
Universidade Federal de Santa Catarina ,2017,701,0.0
Universidade Federal de Santa Maria,2017,701,0.0
Universidade Federal de Viçosa (UFV),2017,701,0.0
Universidade Federal do Ceará (UFC),2017,701,0.0
Universidade Federal do Paraná - UFPR,2017,701,0.0
Universidade Federal de Pernambuco (UFPE) ,2017,701,0.0
Universidade Federal Fluminense ,2017,701,0.0
Ca' Foscari University of Venice ,2017,701,0.0
Catania University,2017,701,0.0
Universita' degli Studi di Ferrara,2017,701,0.0
University of Genoa,2017,701,0.0
Università degli Studi di Perugia,2017,701,0.0
University of Siena,2017,701,0.0
University of Trieste,2017,701,0.0
Università degli studi Roma Tre,2017,701,0.0
University of Palermo,2017,701,0.0
Universitas Muhammadiyah Surakarta,2017,701,0.0
Université Charles-de-Gaulle Lille 3,2017,701,0.0
Université de Caen Normandie,2017,701,0.0
Université de Cergy-Pontoise,2017,701,0.0
Université de Lorraine,2017,701,0.0
Université de Nantes,2017,701,0.0
Université de Poitiers,2017,701,0.0
Université Jean Moulin Lyon 3,2017,701,0.0
Université Lille 2 Droit et Santé,2017,701,0.0
Université Lumière Lyon 2,2017,701,0.0
Université Paris-Nanterre,2017,701,0.0
Paul Valéry University Montpellier,2017,701,0.0
Université Toulouse 1 Capitole,2017,701,0.0
Universiti Teknologi MARA - UiTM,2017,701,0.0
Universiti Utara Malaysia (UUM),2017,701,0.0
University of Bahrain,2017,701,0.0
University of Bari,2017,701,0.0
University of Belgrade,2017,701,0.0
Universitas Brawijaya ,2017,701,0.0
University of Brescia,2017,701,0.0
University of Bucharest,2017,701,0.0
University of Central Florida,2017,701,0.0
University of Central Lancashire,2017,701,0.0
University of Colombo,2017,701,0.0
University of Dhaka,2017,701,0.0
University of East London,2017,701,0.0
University of Engineering & Technology (UET) Lahore,2017,701,0.0
University of Ghana,2017,701,0.0
University of Greenwich,2017,701,0.0
University of Hertfordshire,2017,701,0.0
University of Huddersfield,2017,701,0.0
University of Karachi,2017,701,0.0
University of Kufa,2017,701,0.0
The University of Lahore,2017,701,0.0
University of Maribor,2017,701,0.0
University of Montana Missoula ,2017,701,0.0
University of Mumbai,2017,701,0.0
University of Nairobi,2017,701,0.0
University of New England Australia,2017,701,0.0
University of Pecs,2017,701,0.0
Savitribai Phule Pune University,2017,701,0.0
University of Salford,2017,701,0.0
University of San Diego,2017,701,0.0
University of San Francisco,2017,701,0.0
University of Santo Tomas,2017,701,0.0
University of Southern Queensland ,2017,701,0.0
University of the Pacific,2017,701,0.0
University of the Western Cape,2017,701,0.0
University of Tulsa,2017,701,0.0
University of Wroclaw,2017,701,0.0
University of Wyoming,2017,701,0.0
Université de Toulouse II-Le Mirail,2017,701,0.0
Utah State University ,2017,701,0.0
Verona University,2017,701,0.0
Vilnius Gediminas Technical University,2017,701,0.0
Voronezh State University,2017,701,0.0
Vytautas Magnus University,2017,701,0.0
Universitatea de Vest din Timisoara /  West University of Timisoara,2017,701,0.0
Yamaguchi University ,2017,701,0.0
Yokohama National University,2017,701,0.0
"University of California, San Francisco",2017,,0.0
Karolinska Institutet,2017,,0.0
Jawaharlal Nehru University,2017,,0.0
INSEAD,2017,,0.0
London Business School,2017,,0.0
Weizmann Institute of Science,2017,,0.0
Baylor College of Medicine,2017,,0.0
BI Norwegian Business School,2017,,0.0
Copenhagen Business School,2017,,0.0
Cranfield University,2017,,0.0
ESSEC Business School,2017,,0.0
EBS Business School,2017,,0.0
HEC Paris School of Management,2017,,0.0
King Abdullah University of Science & Technology (KAUST),2017,,0.0
Stockholm School of Economics,2017,,0.0
Bocconi University,2017,,0.0
Université de Technologie de Compiègne (UTC),2017,,0.0
Prague University of Economics and Business,2017,,0.0
WHU - Otto Beisheim School of Management ,2017,,0.0
Massachusetts Institute of Technology (MIT) ,2018,1,100.0
Stanford University,2018,2,98.7
Harvard University,2018,3,98.4
California Institute of Technology (Caltech),2018,4,97.7
University of Cambridge,2018,5,95.6
University of Oxford,2018,6,95.3
UCL,2018,7,94.6
Imperial College London,2018,8,93.7
University of Chicago,2018,9,93.5
ETH Zurich - Swiss Federal Institute of Technology,2018,10,93.3
"Nanyang Technological University, Singapore (NTU)",2018,11,92.2
EPFL,2018,12,91.2
Princeton University,2018,13,91.0
Cornell University,2018,14,90.7
National University of Singapore (NUS),2018,15,90.5
Yale University,2018,16,90.4
Johns Hopkins University,2018,17,89.8
Columbia University,2018,18,88.9
University of Pennsylvania,2018,19,88.7
The Australian National University,2018,20,87.1
Duke University,2018,21,87.0
University of Michigan-Ann Arbor,2018,21,87.0
King's College London,2018,23,86.9
The University of Edinburgh,2018,23,86.9
Tsinghua University,2018,25,85.6
The University of Hong Kong,2018,26,85.5
"University of California, Berkeley (UCB)",2018,27,84.9
Northwestern University,2018,28,84.8
The University of Tokyo,2018,28,84.8
The Hong Kong University of Science and Technology,2018,30,84.3
University of Toronto,2018,31,84.0
McGill University,2018,32,83.9
"University of California, Los Angeles (UCLA)",2018,33,83.6
The University of Manchester,2018,34,83.0
The London School of Economics and Political Science (LSE),2018,35,81.8
Seoul National University,2018,36,81.5
Kyoto University,2018,36,81.5
"University of California, San Diego (UCSD)",2018,38,80.8
Peking University,2018,38,80.8
Fudan University,2018,40,80.6
The University of Melbourne,2018,41,80.4
KAIST - Korea Advanced Institute of Science & Technology,2018,41,80.4
"Ecole normale supérieure, Paris",2018,43,79.9
University of Bristol,2018,44,79.5
The University of New South Wales (UNSW Sydney),2018,45,78.9
The Chinese University of Hong Kong (CUHK),2018,46,78.8
The University of Queensland,2018,47,78.6
Carnegie Mellon University,2018,47,78.6
City University of Hong Kong,2018,49,78.4
The University of Sydney,2018,50,78.0
University of British Columbia,2018,51,77.9
New York University (NYU),2018,52,77.3
Brown University,2018,53,76.5
Delft University of Technology,2018,54,76.1
University of Wisconsin-Madison,2018,55,75.8
Tokyo Institute of Technology (Tokyo Tech),2018,56,74.8
The University of Warwick,2018,57,74.4
University of Amsterdam,2018,58,74.3
Ecole Polytechnique,2018,59,74.0
Monash University,2018,60,73.1
University of Washington,2018,61,72.9
Shanghai Jiao Tong University,2018,62,72.5
Osaka University,2018,63,72.1
Technical University of Munich,2018,64,72.0
University of Glasgow,2018,65,71.6
Ludwig-Maximilians-Universität München,2018,66,70.8
University of Texas at Austin,2018,67,70.6
Ruprecht-Karls-Universität Heidelberg,2018,68,70.4
University of Illinois at Urbana-Champaign,2018,69,70.3
Georgia Institute of Technology,2018,70,70.1
KU Leuven,2018,71,69.4
Pohang University of Science And Technology (POSTECH),2018,71,69.4
University of Zurich,2018,73,69.2
University of Copenhagen,2018,73,69.2
Universidad de Buenos Aires (UBA),2018,75,69.1
National Taiwan University (NTU),2018,76,69.0
Tohoku University,2018,76,69.0
Durham University,2018,78,68.5
Lund University,2018,78,68.5
"University of North Carolina, Chapel Hill",2018,80,67.8
Boston University,2018,81,67.2
The University of Sheffield,2018,82,67.0
The University of Auckland,2018,82,67.0
University of Birmingham,2018,84,66.8
University of Nottingham,2018,84,66.8
The Ohio State University,2018,86,66.1
Zhejiang University,2018,87,65.9
"Trinity College Dublin, The University of Dublin",2018,88,65.7
Rice University,2018,89,65.6
Korea University,2018,90,65.5
University of Alberta,2018,90,65.5
University of St Andrews,2018,92,65.3
The University of Western Australia,2018,93,65.2
Pennsylvania State University,2018,93,65.2
The Hong Kong Polytechnic University,2018,95,65.0
Lomonosov Moscow State University,2018,95,65.0
University of Science and Technology of China,2018,97,64.9
University of Geneva,2018,98,64.7
KTH Royal Institute of Technology ,2018,98,64.7
Washington University in St. Louis,2018,100,64.6
University of Leeds,2018,101,64.5
University of Southampton,2018,102,63.9
University of Helsinki,2018,102,63.9
Eindhoven University of Technology,2018,104,63.6
Purdue University,2018,105,63.2
Yonsei University,2018,106,62.3
"KIT, Karlsruhe Institute of Technology",2018,107,61.9
Sungkyunkwan University(SKKU),2018,108,61.6
Utrecht University,2018,109,61.5
The University of Adelaide,2018,109,61.5
Leiden University,2018,109,61.5
Uppsala University,2018,112,61.4
University of Groningen,2018,113,61.3
Universiti Malaya (UM),2018,114,60.8
Nanjing University,2018,114,60.8
Technical University of Denmark,2018,116,60.7
Nagoya University,2018,116,60.7
"University of California, Davis",2018,118,60.4
Aarhus University,2018,119,59.3
Humboldt-Universität zu Berlin,2018,120,59.2
Universidade de São Paulo,2018,121,59.1
Hokkaido University,2018,122,59.0
Universidad Nacional Autónoma de México  (UNAM),2018,122,59.0
Wageningen University & Research,2018,124,58.7
Ghent University,2018,125,58.4
Freie Universitaet Berlin,2018,125,58.4
Queen Mary University of London,2018,127,58.3
Kyushu University,2018,128,58.2
"University of Maryland, College Park",2018,129,58.1
Université de Montréal ,2018,130,57.7
Université Pierre et Marie Curie (UPMC),2018,131,57.5
University of Southern California,2018,132,57.2
Chalmers University of Technology,2018,133,57.1
"University of California, Santa Barbara (UCSB)",2018,134,56.9
